Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Dr. Peggy Jones,64,108000000.0,171975504.29,Short-term,high,Under 3 year
Sarah Ward,20,77000000.0,116530435.92,Long-term,high,Under 1 year
Miss Melanie Mann MD,48,116000000.0,220602001.68,Long-term,low,Under 9 year
Donald Williams,32,24000000.0,49127500.02,Short-term,high,Under 5 year
Michael Warner,45,77000000.0,230734255.27,Long-term,medium,Under 2 year
Carly Hernandez,40,93000000.0,191257552.11,Short-term,medium,Under 2 year
Darlene Morales,56,69000000.0,179344077.87,Short-term,high,Under 5 year
Patrick Scott,60,136000000.0,339542804.49,Medium-term,high,Under 3 year
David Waller,27,49000000.0,127389267.78,Medium-term,low,Under 8 year
Morgan Hardy,41,124000000.0,299640228.47,Short-term,high,Under 2 year
Jason Green,63,74000000.0,216606402.14,Long-term,low,Under 9 year
Alexander Edwards,61,90000000.0,138741693.43,Short-term,high,Under 9 year
Gary Duran,63,10000000.0,16259713.89,Long-term,low,Under 1 year
Robert Flynn,49,66000000.0,159084313.01,Medium-term,medium,Under 0 year
David Lewis,41,87000000.0,134774753.43,Short-term,high,Under 7 year
John Lee,40,43000000.0,128117785.07,Short-term,low,Under 9 year
Kenneth Anderson,19,127000000.0,219339327.52,Short-term,high,Under 6 year
Madison Holloway,39,60000000.0,91428484.0,Short-term,low,Under 3 year
Cathy Webb,61,92000000.0,222949562.74,Short-term,low,Under 7 year
Jennifer Cooley,19,75000000.0,220086836.93,Short-term,medium,Under 3 year
Kelly Smith,27,80000000.0,235703922.12,Short-term,medium,Under 5 year
Jesse Hopkins,46,14000000.0,21461955.82,Short-term,high,Under 3 year
Christina Fleming,20,40000000.0,75467844.23,Short-term,low,Under 7 year
Gabrielle Wang,25,32000000.0,89094106.66,Medium-term,medium,Under 3 year
Ethan Anderson,31,33000000.0,61401827.09,Long-term,medium,Under 5 year
Janet Morton,27,8000000.0,19407108.68,Short-term,high,Under 3 year
Christopher Collins,57,48000000.0,106885547.19,Medium-term,medium,Under 1 year
Andrea Johnson,25,115000000.0,319492944.87,Short-term,low,Under 1 year
Samantha Smith,26,47000000.0,99020689.02,Short-term,low,Under 5 year
Shirley Payne,53,134000000.0,357577404.86,Long-term,high,Under 9 year
Randy Campbell,44,27000000.0,63307543.86,Short-term,high,Under 7 year
Ruben Simmons,43,61000000.0,138045131.95,Short-term,high,Under 5 year
James Gillespie DDS,65,53000000.0,99450222.24,Long-term,low,Under 6 year
Kevin Romero,36,48000000.0,76653264.15,Medium-term,medium,Under 1 year
Jeffery Mcdonald,49,97000000.0,276765620.58,Long-term,low,Under 3 year
Thomas Cross,43,45000000.0,103496346.61,Medium-term,medium,Under 1 year
David Yates,48,71000000.0,208368816.08,Short-term,high,Under 5 year
Christopher Patterson,63,107000000.0,279562051.29,Medium-term,high,Under 0 year
Jessica Leonard,42,36000000.0,81446793.38,Long-term,medium,Under 9 year
Mrs. Linda Reyes MD,25,148000000.0,258223652.92,Medium-term,medium,Under 0 year
Jason Barnes,32,77000000.0,155641831.13,Long-term,low,Under 5 year
Laura Lynch,63,141000000.0,352001632.19,Long-term,medium,Under 6 year
Jonathon Nolan,43,144000000.0,315974274.78,Medium-term,low,Under 4 year
Matthew Hanson,34,74000000.0,182393393.49,Medium-term,low,Under 5 year
Steve Cameron,58,69000000.0,151511399.06,Long-term,medium,Under 8 year
Leslie Pineda,51,79000000.0,194040396.15,Short-term,high,Under 8 year
Jeanette Taylor,54,109000000.0,314393023.26,Short-term,high,Under 4 year
Adam Wong,42,142000000.0,309607028.27,Short-term,high,Under 1 year
Jonathan Williams,24,84000000.0,251200344.74,Long-term,high,Under 5 year
Kevin Watson,42,122000000.0,313183065.92,Short-term,medium,Under 8 year
Sandra Owens,52,56000000.0,151967520.56,Long-term,low,Under 3 year
Shelby Walker,63,77000000.0,147647902.88,Medium-term,medium,Under 3 year
Jody Ellis,48,128000000.0,239800306.15,Short-term,medium,Under 8 year
April Randall,21,150000000.0,295752963.92,Long-term,low,Under 9 year
Sarah West,54,66000000.0,139471373.36,Medium-term,high,Under 1 year
Kelsey Adams,51,37000000.0,103295161.16,Short-term,medium,Under 4 year
Samantha West,25,112000000.0,316715226.31,Short-term,medium,Under 8 year
Kristy Rojas,60,109000000.0,198355626.31,Short-term,high,Under 7 year
Lindsay Edwards,29,134000000.0,391439608.4,Long-term,high,Under 1 year
Jesse Anderson,40,114000000.0,186559690.24,Short-term,medium,Under 3 year
Andrea Alvarez,34,109000000.0,308078453.22,Medium-term,medium,Under 9 year
Mary Wilson,21,46000000.0,135324605.91,Long-term,high,Under 6 year
Lauren Mills,28,52000000.0,132544814.34,Long-term,medium,Under 6 year
Amber Carson,60,112000000.0,280013610.83,Short-term,low,Under 8 year
Adam Palmer,44,126000000.0,222750998.87,Short-term,high,Under 7 year
Kenneth Lopez,39,9000000.0,16307974.8,Long-term,high,Under 8 year
Paul Knight,29,100000000.0,250137105.78,Long-term,medium,Under 0 year
Victoria Koch MD,64,115000000.0,225871395.19,Long-term,high,Under 5 year
Melissa Morris,64,91000000.0,261481492.59,Long-term,high,Under 5 year
Joel Bates,54,55000000.0,100130528.26,Short-term,high,Under 8 year
Jared Mejia,42,102000000.0,240559672.06,Short-term,high,Under 7 year
Cynthia Evans,50,86000000.0,223655313.41,Medium-term,high,Under 6 year
Carl Thomas,59,107000000.0,311196495.36,Long-term,low,Under 6 year
Erica Johnson,29,130000000.0,283318353.9,Medium-term,medium,Under 6 year
Amanda Lopez,61,127000000.0,305508380.69,Long-term,low,Under 9 year
David Brennan,59,127000000.0,210229299.21,Long-term,high,Under 8 year
Jessica Best,49,68000000.0,147386540.46,Long-term,low,Under 0 year
Richard Brooks,28,24000000.0,38125648.47,Short-term,low,Under 1 year
Ana Shannon,33,132000000.0,348590132.46,Medium-term,high,Under 4 year
Donna Anderson,37,77000000.0,121828770.92,Medium-term,medium,Under 3 year
Erik Dunlap,30,65000000.0,164181053.08,Long-term,high,Under 4 year
Leah Moore,62,118000000.0,189411754.12,Short-term,medium,Under 0 year
Jose Wilson,18,127000000.0,310460606.6,Long-term,high,Under 3 year
Matthew Wilson,47,26000000.0,57189554.34,Short-term,low,Under 7 year
Emily Gibbs,46,117000000.0,350645203.27,Short-term,high,Under 0 year
Michael Mccarthy,60,17000000.0,26141884.71,Long-term,medium,Under 5 year
Lori Campos,36,71000000.0,191281306.56,Long-term,medium,Under 3 year
Christopher Roth,61,107000000.0,278914046.98,Long-term,medium,Under 1 year
Suzanne Fisher MD,26,54000000.0,94267375.88,Long-term,high,Under 6 year
Matthew Smith,50,38000000.0,60458426.19,Long-term,low,Under 9 year
Vanessa Costa,36,89000000.0,233515876.04,Short-term,low,Under 0 year
Jessica Lewis,50,143000000.0,308413171.61,Long-term,low,Under 1 year
Luke Hill,56,101000000.0,263427899.82,Short-term,low,Under 4 year
Douglas Smith,18,76000000.0,116049667.59,Short-term,medium,Under 1 year
Shelby Boyle,21,52000000.0,143005939.1,Long-term,low,Under 4 year
Corey Snyder,32,73000000.0,159829954.85,Short-term,low,Under 0 year
Shannon Dixon,26,78000000.0,200167418.94,Medium-term,low,Under 1 year
Evan Diaz,54,39000000.0,94224497.53,Short-term,high,Under 7 year
Kristin Mays,45,37000000.0,70283522.93,Short-term,high,Under 0 year
Julie Hanson,58,17000000.0,34266522.89,Long-term,medium,Under 1 year
James Boyd,47,10000000.0,27288150.14,Short-term,medium,Under 9 year
Mary Leon,24,110000000.0,253312175.48,Short-term,low,Under 0 year
Mason Guerra,60,122000000.0,282382612.92,Long-term,high,Under 3 year
Kathryn Boyd,45,66000000.0,146848140.19,Short-term,low,Under 2 year
Rebecca Silva,50,149000000.0,436297830.05,Medium-term,high,Under 0 year
Rebecca Ritter,27,50000000.0,136043003.18,Short-term,high,Under 7 year
Anna Simpson,32,2000000.0,3829070.16,Short-term,medium,Under 0 year
Lisa Cohen,24,13000000.0,24797529.32,Medium-term,low,Under 4 year
Dr. Cory Martin,62,112000000.0,334579919.64,Long-term,medium,Under 0 year
Marcus Dunn,29,78000000.0,150929733.36,Long-term,low,Under 9 year
Keith Reid,41,71000000.0,205390750.71,Long-term,high,Under 0 year
Carolyn Espinoza,56,70000000.0,183392652.9,Short-term,medium,Under 2 year
Sean Cole,41,25000000.0,67107776.14,Long-term,high,Under 8 year
Elizabeth Miller,21,63000000.0,118553124.26,Long-term,low,Under 9 year
Alicia Phelps,55,97000000.0,199411600.43,Short-term,low,Under 7 year
David Quinn,47,47000000.0,97286126.94,Short-term,medium,Under 8 year
Jose Farmer,48,18000000.0,30436761.26,Medium-term,high,Under 4 year
Alicia Webster,19,6000000.0,15007496.62,Long-term,high,Under 3 year
Kristen Richmond,55,124000000.0,238631313.54,Long-term,high,Under 6 year
Mark Williams,51,10000000.0,17272181.86,Long-term,high,Under 5 year
Sonya Allen,57,135000000.0,315780869.03,Long-term,high,Under 0 year
Paul Pineda,33,89000000.0,202295821.6,Medium-term,medium,Under 7 year
John Thomas,26,81000000.0,137144241.18,Long-term,low,Under 4 year
Andrew Mueller,31,12000000.0,28341128.88,Medium-term,medium,Under 7 year
Regina Horton,24,142000000.0,235515633.79,Medium-term,high,Under 0 year
Jonathan Robinson,50,107000000.0,229513387.45,Short-term,high,Under 5 year
Traci Cooper,60,96000000.0,178584872.75,Short-term,low,Under 7 year
Donald Dunn,19,135000000.0,313504005.95,Short-term,high,Under 8 year
Julia Burke,30,25000000.0,53525681.86,Long-term,high,Under 3 year
Veronica Harris,44,69000000.0,187740608.3,Short-term,medium,Under 6 year
Michael Williams,28,141000000.0,395352563.45,Short-term,low,Under 6 year
Pamela Scott,45,41000000.0,120092474.29,Medium-term,low,Under 7 year
Douglas King,51,22000000.0,60080243.04,Long-term,high,Under 6 year
Chloe Baker,47,6000000.0,17679597.87,Short-term,low,Under 2 year
Patricia Caldwell,35,53000000.0,107546896.9,Short-term,medium,Under 1 year
Bradley Clark,62,89000000.0,194129499.58,Long-term,low,Under 9 year
Catherine Kirk,32,39000000.0,112116784.13,Short-term,medium,Under 8 year
Haley Anderson,23,33000000.0,66662011.55,Long-term,low,Under 9 year
Joseph Hernandez,19,74000000.0,190213173.18,Medium-term,high,Under 8 year
Bryan Stokes,38,15000000.0,31463378.9,Long-term,high,Under 1 year
Jose Sharp,48,73000000.0,163143560.62,Short-term,high,Under 1 year
Randy Brooks,24,6000000.0,13653698.01,Short-term,medium,Under 1 year
Troy Stanley,47,91000000.0,164536771.71,Short-term,low,Under 8 year
Matthew Butler,23,31000000.0,52571732.85,Medium-term,high,Under 4 year
Michael Byrd,30,31000000.0,89736023.5,Medium-term,medium,Under 4 year
Katherine Bates,55,52000000.0,131314267.28,Medium-term,low,Under 1 year
Stephanie Richardson,22,47000000.0,107198961.07,Long-term,low,Under 9 year
Rebecca Hunter,51,90000000.0,229405216.03,Short-term,medium,Under 4 year
Derek Thompson,38,134000000.0,215795451.44,Medium-term,low,Under 5 year
Thomas Ortiz,50,73000000.0,131917842.61,Long-term,medium,Under 1 year
Lawrence Johnson,38,114000000.0,177924327.47,Medium-term,high,Under 1 year
Paul Lynch,55,7000000.0,15154946.8,Medium-term,low,Under 7 year
Becky Smith PhD,28,69000000.0,150526199.27,Medium-term,low,Under 6 year
Andrew Phillips,33,5000000.0,9424844.54,Medium-term,low,Under 5 year
Rhonda Hamilton,52,105000000.0,259017323.26,Medium-term,low,Under 1 year
Kylie Green,31,47000000.0,131614958.19,Long-term,medium,Under 8 year
Raymond Brown,52,38000000.0,99067780.21,Medium-term,low,Under 2 year
Richard Simpson,52,106000000.0,194005979.14,Long-term,low,Under 6 year
Andrew Bernard,50,131000000.0,243010126.92,Medium-term,high,Under 0 year
Erica Dixon,26,111000000.0,291413103.09,Medium-term,low,Under 1 year
Mark Wall,33,121000000.0,362685287.79,Short-term,low,Under 0 year
Alison Bell,39,22000000.0,47220947.3,Long-term,high,Under 8 year
Maria Bautista,34,22000000.0,61280126.16,Medium-term,low,Under 7 year
Courtney Kemp,41,5000000.0,8280123.15,Short-term,medium,Under 5 year
Sarah Wells,57,141000000.0,356723012.05,Long-term,low,Under 5 year
Stacey Bentley,34,3000000.0,5033726.05,Medium-term,medium,Under 2 year
Jennifer Taylor,26,69000000.0,145196557.08,Medium-term,low,Under 3 year
Nancy Kim,45,76000000.0,181149321.86,Medium-term,high,Under 0 year
Jeffery Fields,53,145000000.0,337792022.98,Short-term,high,Under 3 year
Emily Johnson,55,66000000.0,179570192.12,Medium-term,low,Under 6 year
David Arias,36,112000000.0,315891862.41,Medium-term,low,Under 0 year
Teresa Vazquez,58,18000000.0,30836742.63,Short-term,high,Under 6 year
Stephen Gardner,61,100000000.0,246519031.86,Short-term,medium,Under 5 year
Daniel Martinez,19,31000000.0,67251516.99,Long-term,low,Under 7 year
David Neal,19,112000000.0,269883485.65,Medium-term,high,Under 0 year
Keith Hardy,54,118000000.0,277645182.47,Short-term,low,Under 2 year
Lisa Anderson,61,115000000.0,193357478.55,Short-term,medium,Under 8 year
Erin Barber,58,134000000.0,247807908.98,Long-term,medium,Under 1 year
Jon Lynn,36,121000000.0,298678793.91,Long-term,high,Under 2 year
Carla Merritt,31,24000000.0,50934346.58,Short-term,medium,Under 2 year
Chelsea Duncan,39,27000000.0,58553507.65,Short-term,medium,Under 9 year
Melissa Williams,20,13000000.0,30346132.69,Long-term,medium,Under 0 year
Michael Rodriguez,28,73000000.0,130057873.11,Medium-term,medium,Under 5 year
James Maddox,36,36000000.0,94565530.79,Short-term,medium,Under 3 year
John Smith,47,130000000.0,288314426.75,Long-term,low,Under 8 year
Vicki Rodriguez,54,39000000.0,111554111.87,Long-term,high,Under 4 year
Debra Medina,22,35000000.0,104511934.68,Short-term,medium,Under 0 year
Michael Byrd,44,96000000.0,195212682.42,Medium-term,medium,Under 6 year
Katherine Gibson,32,7000000.0,15349111.21,Medium-term,low,Under 7 year
Danielle Wood,45,17000000.0,48826069.53,Short-term,low,Under 9 year
Anthony Whitaker,49,25000000.0,50797709.52,Short-term,high,Under 9 year
Shannon Guzman,60,94000000.0,184006865.33,Long-term,medium,Under 3 year
Kelly Robinson,43,124000000.0,196295226.33,Long-term,low,Under 7 year
Brandon Davis,63,110000000.0,196375431.28,Long-term,high,Under 8 year
Eric Graham,35,33000000.0,83577049.35,Long-term,low,Under 0 year
Tina Jordan,48,71000000.0,156821266.18,Short-term,high,Under 5 year
David Martin,65,31000000.0,62282350.57,Long-term,high,Under 7 year
Molly Wagner,50,135000000.0,347356652.37,Long-term,medium,Under 5 year
Theresa Jacobson,38,60000000.0,162401074.83,Medium-term,high,Under 4 year
David Macdonald,24,133000000.0,397923635.18,Long-term,medium,Under 1 year
Patrick Walters,53,97000000.0,284217431.53,Medium-term,low,Under 1 year
Allison Chavez,53,135000000.0,304182290.5,Short-term,medium,Under 8 year
Joe Walsh,49,136000000.0,281248713.64,Short-term,high,Under 1 year
Jeffrey Orr,32,37000000.0,110192379.12,Medium-term,low,Under 7 year
Joy Wilson,56,113000000.0,209981241.05,Short-term,low,Under 6 year
Heather Brooks,48,134000000.0,342724409.36,Short-term,high,Under 4 year
Amber Schneider,41,113000000.0,233677581.06,Long-term,low,Under 1 year
Haley Griffin,26,81000000.0,189922296.77,Medium-term,medium,Under 0 year
Anita Osborne,64,143000000.0,313942665.75,Short-term,low,Under 4 year
Samantha Hogan,31,146000000.0,420156153.34,Medium-term,high,Under 4 year
Kevin Goodman,19,82000000.0,187726154.22,Short-term,medium,Under 4 year
Stephen Bennett,45,30000000.0,53786606.43,Short-term,high,Under 1 year
George Garza,32,27000000.0,74037022.04,Long-term,high,Under 5 year
William Cox,31,29000000.0,59307315.57,Medium-term,high,Under 7 year
Brian Simpson,24,121000000.0,253841459.83,Medium-term,medium,Under 4 year
Mariah Blake,33,30000000.0,77269953.33,Long-term,high,Under 9 year
Bryan Wright,49,47000000.0,97758967.13,Medium-term,high,Under 3 year
Kristen Bryan,54,117000000.0,256030817.32,Short-term,medium,Under 7 year
Brooke Smith,37,91000000.0,173094072.27,Long-term,high,Under 1 year
Joe Benton,59,150000000.0,225889515.22,Medium-term,low,Under 0 year
Ana Hansen,49,13000000.0,32700510.54,Medium-term,low,Under 5 year
Ruben Stone,48,137000000.0,376421022.66,Short-term,low,Under 1 year
Brian Rodgers,36,38000000.0,74878777.91,Long-term,low,Under 9 year
Fernando Allen,48,101000000.0,198341416.42,Short-term,low,Under 9 year
Matthew Cantrell,27,95000000.0,150977067.91,Short-term,high,Under 5 year
Kathryn Weeks,52,73000000.0,157589110.58,Medium-term,high,Under 1 year
Timothy Reyes,65,17000000.0,45379440.09,Long-term,low,Under 0 year
Patricia Taylor,32,140000000.0,323070263.11,Short-term,high,Under 6 year
Amy Contreras,45,137000000.0,406667677.43,Short-term,low,Under 4 year
Sabrina Rowe,20,114000000.0,286694040.98,Medium-term,low,Under 0 year
Angela Harding,50,27000000.0,60714736.99,Long-term,high,Under 0 year
Tracy Mcdaniel,30,80000000.0,230226069.27,Long-term,low,Under 3 year
Shawn Miranda,50,36000000.0,84696291.13,Short-term,medium,Under 0 year
Kara Smith,46,74000000.0,134708516.68,Short-term,medium,Under 4 year
Joyce Bender,57,127000000.0,281246502.51,Long-term,low,Under 4 year
Shane Harper,29,12000000.0,31850307.72,Short-term,low,Under 5 year
Troy Townsend,62,6000000.0,12145668.85,Medium-term,medium,Under 1 year
Francisco Taylor,29,148000000.0,336426091.6,Short-term,high,Under 0 year
Melissa Martinez,31,42000000.0,71777083.15,Short-term,low,Under 6 year
John Gonzalez,45,80000000.0,222078284.58,Short-term,medium,Under 4 year
Rebecca Hernandez,57,105000000.0,299739504.92,Medium-term,low,Under 7 year
Claudia Hopkins,51,34000000.0,89587700.91,Medium-term,low,Under 6 year
Cynthia Soto,65,63000000.0,103225013.9,Short-term,low,Under 9 year
Javier Morris,28,105000000.0,171306966.39,Short-term,low,Under 9 year
Ashley Snow,33,89000000.0,179190204.75,Short-term,medium,Under 3 year
Sarah Hess,40,69000000.0,173153575.8,Short-term,low,Under 1 year
Rodney French,61,56000000.0,85627949.87,Long-term,low,Under 5 year
Ryan Carter,59,11000000.0,17191313.31,Medium-term,medium,Under 9 year
Melissa Schwartz,64,127000000.0,331205418.29,Long-term,low,Under 7 year
Brandy Holt,46,59000000.0,142649426.01,Long-term,high,Under 3 year
Harry Hale,51,124000000.0,250477007.59,Long-term,low,Under 3 year
Matthew Johnson,30,149000000.0,359028700.64,Long-term,low,Under 3 year
Nicholas Jones,63,23000000.0,38098042.29,Medium-term,low,Under 1 year
Jodi Richards,27,40000000.0,99713099.95,Medium-term,high,Under 0 year
Hannah West,23,65000000.0,178347047.55,Short-term,high,Under 8 year
Erica James,18,77000000.0,202775633.59,Short-term,high,Under 1 year
Erik Cole,32,95000000.0,282067671.93,Short-term,medium,Under 1 year
Nicholas Walls,29,23000000.0,64605185.41,Short-term,low,Under 4 year
Charles Shah MD,58,58000000.0,129739086.41,Medium-term,low,Under 3 year
Amber Miller,22,102000000.0,284329349.94,Medium-term,high,Under 3 year
Michael Jackson,62,139000000.0,416344427.55,Short-term,medium,Under 9 year
Jillian Johnson,49,117000000.0,322209548.56,Short-term,low,Under 6 year
Aimee Mills,56,2000000.0,4792081.96,Short-term,low,Under 1 year
Taylor Rodriguez,42,68000000.0,175898162.12,Medium-term,medium,Under 7 year
Angelica Morris MD,18,47000000.0,80374578.37,Medium-term,medium,Under 8 year
